date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,frequency,reach,roas
2025-09-21,Meta_Retargeting_Website_v1,Retargeting,18340,433,36.0,371.51,2343.21,Meta Ads,4.55,4325,6.307259562326721
2025-09-22,Meta_Retargeting_Website_v1,Retargeting,51816,880,48.0,477.63,2271.43,Meta Ads,1.82,40415,4.75562674036388
2025-09-23,Meta_Retargeting_Website_v1,Retargeting,52128,548,43.0,471.62,2154.5,Meta Ads,3.73,21140,4.56829650990204
2025-09-24,Meta_Retargeting_Website_v1,Retargeting,22568,456,40.0,507.69,1673.55,Meta Ads,6.97,22781,3.2964013472788514
2025-09-25,Meta_Retargeting_Website_v1,Retargeting,36790,436,29.0,372.13,1785.61,Meta Ads,1.95,9993,4.798350038964878
2025-09-26,Meta_Retargeting_Website_v1,Retargeting,10918,429,20.0,499.56,1992.39,Meta Ads,7.42,41840,3.98828969493154
2025-09-27,Meta_Retargeting_Website_v1,Retargeting,7446,337,15.0,404.23,2044.45,Meta Ads,5.67,16153,5.057640452217797
2025-09-28,Meta_Retargeting_Website_v1,Retargeting,22345,539,34.0,530.29,2276.83,Meta Ads,3.95,11549,4.293556355956175
2025-09-29,Meta_Retargeting_Website_v1,Retargeting,29316,500,40.0,472.76,2619.33,Meta Ads,4.83,45217,5.540506811066926
2025-09-30,Meta_Retargeting_Website_v1,Retargeting,17104,367,24.0,427.27,2181.04,Meta Ads,2.05,29655,5.10459428464437
2025-10-01,Meta_Retargeting_Website_v1,Retargeting,27043,567,37.0,423.73,1880.11,Meta Ads,2.52,12487,4.437047176267906
2025-10-02,Meta_Retargeting_Website_v1,Retargeting,26806,357,15.0,422.27,2015.8,Meta Ads,3.0,41357,4.773722973453004
2025-10-03,Meta_Retargeting_Website_v1,Retargeting,83580,947,68.0,486.25,2342.84,Meta Ads,3.69,9787,4.818179948586119
2025-10-04,Meta_Retargeting_Website_v1,Retargeting,13688,592,42.0,532.94,2214.92,Meta Ads,7.41,35815,4.156040079558674
2025-10-05,Meta_Retargeting_Website_v1,Retargeting,16618,479,32.0,522.6,2216.9,Meta Ads,3.57,41986,4.242058936088787
2025-10-06,Meta_Retargeting_Website_v1,Retargeting,41998,569,48.0,485.81,2508.23,Meta Ads,4.67,36196,5.162985529322163
2025-10-07,Meta_Retargeting_Website_v1,Retargeting,23320,523,46.0,416.41,2079.6,Meta Ads,2.13,39207,4.9941163756874225
2025-10-08,Meta_Retargeting_Website_v1,Retargeting,34887,490,38.0,453.36,2294.47,Meta Ads,6.15,1130,5.061033174519145
2025-10-09,Meta_Retargeting_Website_v1,Retargeting,17039,690,52.0,533.42,2761.91,Meta Ads,4.92,20451,5.177739867271568
2025-10-10,Meta_Retargeting_Website_v1,Retargeting,14398,479,33.0,513.04,2387.75,Meta Ads,4.08,20735,4.654120536410416
2025-10-11,Meta_Retargeting_Website_v1,Retargeting,14279,622,28.0,494.91,2193.55,Meta Ads,7.63,3332,4.432219999595886
2025-10-12,Meta_Retargeting_Website_v1,Retargeting,24223,506,41.0,421.5,12909.5,Meta Ads,7.23,1736,30.627520759193356
2025-10-13,Meta_Retargeting_Website_v1,Retargeting,28452,715,48.0,362.38,2673.96,Meta Ads,5.62,37615,7.37888404437331
2025-10-14,Meta_Retargeting_Website_v1,Retargeting,36119,636,45.0,506.51,1910.33,Meta Ads,7.45,18475,3.7715543622041023
2025-10-15,Meta_Retargeting_Website_v1,Retargeting,9866,433,28.0,499.15,2210.86,Meta Ads,4.95,1232,4.429249724531704
2025-10-16,Meta_Retargeting_Website_v1,Retargeting,28095,495,39.0,470.86,2550.78,Meta Ads,6.79,32330,5.417279021365162
2025-10-17,Meta_Retargeting_Website_v1,Retargeting,9250,387,17.0,409.95,2384.26,Meta Ads,3.87,39523,5.81597755823881
2025-10-18,Meta_Retargeting_Website_v1,Retargeting,21489,470,29.0,430.03,1782.35,Meta Ads,1.61,1935,4.144710834127852
2025-10-19,Meta_Retargeting_Website_v1,Retargeting,45788,621,51.0,515.21,2133.54,Meta Ads,7.96,6733,4.141107509559209
2025-10-20,Meta_Retargeting_Website_v1,Retargeting,66424,752,45.0,430.18,1985.33,Meta Ads,2.16,25514,4.615114603189363
2025-10-21,Meta_Retargeting_Website_v1,Retargeting,12989,481,19.0,405.9,2225.1,Meta Ads,2.76,8567,5.48189209164819
2025-10-22,Meta_Retargeting_Website_v1,Retargeting,28369,601,30.0,514.01,2452.68,Meta Ads,2.14,35111,4.771658138946713
2025-10-23,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,3.36,44271,
2025-10-24,Meta_Retargeting_Website_v1,Retargeting,18551,633,46.0,524.36,2362.63,Meta Ads,3.02,1364,4.505740331070257
2025-10-25,Meta_Retargeting_Website_v1,Retargeting,15787,412,27.0,382.38,1954.96,Meta Ads,5.21,47468,5.112610492180553
2025-10-26,Meta_Retargeting_Website_v1,Retargeting,51672,913,55.0,531.89,2821.92,Meta Ads,7.98,44749,5.305457895429506
2025-10-27,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,1.37,33378,
2025-10-28,Meta_Retargeting_Website_v1,Retargeting,22594,468,37.0,382.81,2203.9,Meta Ads,6.45,43210,5.757164128418798
2025-10-29,Meta_Retargeting_Website_v1,Retargeting,26132,357,26.0,377.11,2457.18,Meta Ads,1.9,9647,6.5158176659330165
2025-10-30,Meta_Retargeting_Website_v1,Retargeting,20143,627,40.0,480.08,2329.1,Meta Ads,1.14,27339,4.8514830861523075
2025-10-31,Meta_Retargeting_Website_v1,Retargeting,36241,545,30.0,498.79,2175.48,Meta Ads,5.47,14616,4.361514865975661
2025-11-01,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,7.11,15840,
2025-11-02,Meta_Retargeting_Website_v1,Retargeting,13320,432,22.0,429.94,2074.56,Meta Ads,2.23,46383,4.825231427641066
2025-11-03,Meta_Retargeting_Website_v1,Retargeting,84966,883,62.0,442.04,2558.34,Meta Ads,3.39,12924,5.787575784996833
2025-11-04,Meta_Retargeting_Website_v1,Retargeting,14524,637,37.0,488.51,2245.77,Meta Ads,2.18,42778,4.5971832715809295
2025-11-05,Meta_Retargeting_Website_v1,Retargeting,12622,341,15.0,378.38,2205.55,Meta Ads,7.35,29668,5.828928590306042
2025-11-06,Meta_Retargeting_Website_v1,Retargeting,8392,419,18.0,415.44,2300.61,Meta Ads,2.89,27541,5.537767186597343
2025-11-07,Meta_Retargeting_Website_v1,Retargeting,38874,899,59.0,474.31,2435.84,Meta Ads,4.11,20775,5.13554426429972
2025-11-08,Meta_Retargeting_Website_v1,Retargeting,14360,399,20.0,380.33,2381.81,Meta Ads,7.26,32211,6.262482580916573
2025-11-09,Meta_Retargeting_Website_v1,Retargeting,13715,367,20.0,432.81,2640.58,Meta Ads,4.87,48564,6.101014301887664
2025-11-10,Meta_Retargeting_Website_v1,Retargeting,27371,550,34.0,432.65,2670.37,Meta Ads,7.53,20990,6.172125274471282
2025-11-11,Meta_Retargeting_Website_v1,Retargeting,22653,496,31.0,360.21,2467.31,Meta Ads,7.49,37282,6.849643263651759
2025-11-12,Meta_Retargeting_Website_v1,Retargeting,11507,435,21.0,491.56,2631.36,Meta Ads,4.23,33647,5.35307999023517
2025-11-13,Meta_Retargeting_Website_v1,Retargeting,38348,543,32.0,533.34,2702.06,Meta Ads,5.08,49354,5.066299171260359
2025-11-14,Meta_Retargeting_Website_v1,Retargeting,10285,391,20.0,469.2,1906.41,Meta Ads,2.61,22045,4.063107416879796
2025-11-15,Meta_Retargeting_Website_v1,Retargeting,16771,494,37.0,365.05,2252.48,Meta Ads,7.93,16886,6.170332831119024
2025-11-16,Meta_Retargeting_Website_v1,Retargeting,21847,777,39.0,435.49,,Meta Ads,2.95,26395,
2025-11-17,Meta_Retargeting_Website_v1,Retargeting,23459,523,46.0,449.42,2098.37,Meta Ads,6.48,41924,4.669062347025054
2025-11-18,Meta_Retargeting_Website_v1,Retargeting,21639,625,43.0,490.23,2329.27,Meta Ads,3.19,35482,4.751382004365298
2025-11-19,Meta_Retargeting_Website_v1,Retargeting,11410,440,26.0,411.01,2403.56,Meta Ads,3.19,1515,5.847935573343714
2025-11-20,Meta_Retargeting_Website_v1,Retargeting,24985,430,36.0,471.43,2378.67,Meta Ads,1.73,48521,5.045648346520162
2025-11-21,Meta_Retargeting_Website_v1,Retargeting,35223,518,31.0,416.53,2979.52,Meta Ads,4.92,6220,7.15319424771325
2025-11-22,Meta_Retargeting_Website_v1,Retargeting,24041,487,43.0,472.26,2788.69,Meta Ads,2.71,32127,5.904988777368399
2025-11-23,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,2.04,43388,
2025-11-24,Meta_Retargeting_Website_v1,Retargeting,13032,602,46.0,448.53,2604.35,Meta Ads,2.59,39017,5.806412057164516
2025-11-25,Meta_Retargeting_Website_v1,Retargeting,38137,445,24.0,398.07,2701.72,Meta Ads,2.76,45550,6.787047504207802
2025-11-26,Meta_Retargeting_Website_v1,Retargeting,17073,664,51.0,413.08,2707.15,Meta Ads,4.53,41778,6.553573157741842
2025-11-27,Meta_Retargeting_Website_v1,Retargeting,19805,615,27.0,379.12,2639.92,Meta Ads,3.7,25515,6.9632833931209115
2025-11-28,Meta_Retargeting_Website_v1,Retargeting,14383,662,46.0,418.08,2582.64,Meta Ads,1.53,13322,6.177382319173364
2025-11-29,Meta_Retargeting_Website_v1,Retargeting,9932,382,21.0,368.49,2812.0,Meta Ads,4.75,7142,7.631143314608266
2025-11-30,Meta_Retargeting_Website_v1,Retargeting,43262,442,32.0,464.88,2525.91,Meta Ads,6.51,31873,5.433466701084151
2025-12-01,Meta_Retargeting_Website_v1,Retargeting,13895,461,33.0,515.72,2139.48,Meta Ads,5.02,12665,4.148530210191577
2025-12-02,Meta_Retargeting_Website_v1,Retargeting,36460,983,64.0,536.45,2809.18,Meta Ads,7.82,20519,5.236611054152297
2025-12-03,Meta_Retargeting_Website_v1,Retargeting,8772,400,29.0,441.77,1870.84,Meta Ads,1.69,39646,4.234873350385947
2025-12-04,Meta_Retargeting_Website_v1,Retargeting,12356,537,30.0,524.37,2773.69,Meta Ads,6.75,44575,5.28956652745199
2025-12-05,Meta_Retargeting_Website_v1,Retargeting,9422,422,21.0,491.91,2357.97,Meta Ads,4.54,6071,4.793498810758065
2025-12-06,Meta_Retargeting_Website_v1,Retargeting,12152,447,32.0,480.25,2414.76,Meta Ads,4.65,39710,5.028131181676211
2025-12-07,Meta_Retargeting_Website_v1,Retargeting,49561,543,30.0,405.66,2500.55,Meta Ads,4.63,32720,6.164152245723019
2025-12-08,Meta_Retargeting_Website_v1,Retargeting,33955,683,50.0,498.35,2432.17,Meta Ads,3.28,10468,4.880445470051169
2025-12-09,Meta_Retargeting_Website_v1,Retargeting,20668,517,26.0,523.62,2017.99,Meta Ads,3.27,22284,3.8539207822466675
2025-12-10,Meta_Retargeting_Website_v1,Retargeting,33639,512,38.0,523.92,1899.69,Meta Ads,5.42,5659,3.625916170407696
2025-12-11,Meta_Retargeting_Website_v1,Retargeting,14617,446,22.0,483.93,2025.24,Meta Ads,1.31,3962,4.184985431777323
2025-12-12,Meta_Retargeting_Website_v1,Retargeting,18370,418,22.0,482.61,1989.38,Meta Ads,5.12,31734,4.122127597853339
2025-12-13,Meta_Retargeting_Website_v1,Retargeting,36852,711,41.0,479.9,2493.02,Meta Ads,6.07,42854,5.194873932069181
2025-12-14,Meta_Retargeting_Website_v1,Retargeting,26086,683,47.0,507.38,2377.45,Meta Ads,3.49,13627,4.685738499743781
2025-12-15,Meta_Retargeting_Website_v1,Retargeting,27796,602,50.0,371.78,2026.83,Meta Ads,2.52,3410,5.4516918607778795
2025-12-16,Meta_Retargeting_Website_v1,Retargeting,27115,305,14.0,363.57,1675.21,Meta Ads,2.49,1588,4.607668399482906
2025-12-17,Meta_Retargeting_Website_v1,Retargeting,65147,736,50.0,464.07,2463.1,Meta Ads,1.57,19429,5.307604456224277
2025-12-18,Meta_Retargeting_Website_v1,Retargeting,44537,555,25.0,439.11,2489.19,Meta Ads,1.63,23238,5.668716266994602
2025-12-19,Meta_Retargeting_Website_v1,Retargeting,14897,433,29.0,513.66,2042.39,Meta Ads,2.17,36993,3.9761515399291363
2025-12-20,Meta_Retargeting_Website_v1,Retargeting,49804,544,45.0,493.49,2174.71,Meta Ads,1.13,31740,4.406796490303755
2025-12-21,Meta_Retargeting_Website_v1,Retargeting,13469,600,30.0,481.13,2175.11,Meta Ads,2.86,12228,4.52083636439216
2025-12-22,Meta_Retargeting_Website_v1,Retargeting,23421,482,39.0,395.17,2433.12,Meta Ads,3.14,38532,6.157147556747728
2025-12-23,Meta_Retargeting_Website_v1,Retargeting,11410,398,17.0,383.89,8087.75,Meta Ads,7.97,40855,21.06788402927922
2025-12-24,Meta_Retargeting_Website_v1,Retargeting,8634,350,22.0,398.12,2260.02,Meta Ads,7.94,21437,5.676730633979704
2025-12-25,Meta_Retargeting_Website_v1,Retargeting,39784,746,36.0,376.04,1672.54,Meta Ads,2.31,5464,4.447771513668759
2025-12-26,Meta_Retargeting_Website_v1,Retargeting,48249,518,38.0,411.93,2217.65,Meta Ads,2.49,36474,5.383560313645522
2025-12-27,Meta_Retargeting_Website_v1,Retargeting,25567,643,53.0,506.51,2248.83,Meta Ads,4.44,47157,4.439853112475568
2025-12-28,Meta_Retargeting_Website_v1,Retargeting,20746,963,53.0,523.55,2295.17,Meta Ads,2.04,13158,4.383860185273614
2025-12-29,Meta_Retargeting_Website_v1,Retargeting,9745,357,29.0,365.37,2231.96,Meta Ads,4.53,8166,6.108766455921395
2025-12-30,Meta_Retargeting_Website_v1,Retargeting,13590,414,35.0,436.16,2321.66,Meta Ads,3.8,22622,5.322954878943507
2025-12-31,Meta_Retargeting_Website_v1,Retargeting,16342,796,70.0,455.85,2476.5,Meta Ads,3.27,13646,5.4327081276735765
2026-01-01,Meta_Retargeting_Website_v1,Retargeting,30157,686,51.0,527.36,2387.01,Meta Ads,6.76,21310,4.5263387439320395
2026-01-02,Meta_Retargeting_Website_v1,Retargeting,16435,725,55.0,372.3,1876.33,Meta Ads,6.8,35408,5.0398334676336285
2026-01-03,Meta_Retargeting_Website_v1,Retargeting,28747,453,24.0,433.02,2398.24,Meta Ads,7.92,19034,5.538404692623897
2026-01-04,Meta_Retargeting_Website_v1,Retargeting,12318,538,45.0,451.87,2621.42,Meta Ads,2.56,15367,5.801270276849537
2026-01-05,Meta_Retargeting_Website_v1,Retargeting,17238,431,36.0,477.2,2303.22,Meta Ads,7.22,27981,4.826529756915339
2026-01-06,Meta_Retargeting_Website_v1,Retargeting,26309,769,37.0,454.71,2262.91,Meta Ads,4.76,9253,4.976600470629632
2026-01-07,Meta_Retargeting_Website_v1,Retargeting,13684,439,28.0,516.07,2219.33,Meta Ads,5.14,47176,4.300443738252562
2026-01-08,Meta_Retargeting_Website_v1,Retargeting,24000,441,20.0,507.98,2200.29,Meta Ads,7.27,12641,4.331450057088862
2026-01-09,Meta_Retargeting_Website_v1,Retargeting,48740,745,54.0,432.12,1921.29,Meta Ads,7.6,22999,4.446195501249653
2026-01-10,Meta_Retargeting_Website_v1,Retargeting,16779,768,43.0,454.41,2102.31,Meta Ads,6.09,23113,4.626460685284214
2026-01-11,Meta_Retargeting_Website_v1,Retargeting,21861,453,18.0,383.88,2456.27,Meta Ads,3.43,13739,6.398536000833594
2026-01-12,Meta_Retargeting_Website_v1,Retargeting,39583,496,36.0,467.21,,Meta Ads,4.43,37054,
2026-01-13,Meta_Retargeting_Website_v1,Retargeting,16148,565,39.0,369.66,1537.92,Meta Ads,5.31,16443,4.16036357734134
2026-01-14,Meta_Retargeting_Website_v1,Retargeting,8305,349,15.0,389.6,2104.56,Meta Ads,6.8,15741,5.4018480492813135
2026-01-15,Meta_Retargeting_Website_v1,Retargeting,15470,718,41.0,475.22,2479.95,Meta Ads,5.61,16341,5.218530364883632
2026-01-16,Meta_Retargeting_Website_v1,Retargeting,12382,575,,443.83,2248.42,Meta Ads,3.56,35460,5.065948674041863
2026-01-17,Meta_Retargeting_Website_v1,Retargeting,31055,360,15.0,423.83,2444.92,Meta Ads,3.93,24658,5.768633650284312
2026-01-18,Meta_Retargeting_Website_v1,Retargeting,39192,826,69.0,452.98,2714.4,Meta Ads,1.35,16848,5.992317541613316
2026-01-19,Meta_Retargeting_Website_v1,Retargeting,35346,394,19.0,428.64,2414.07,Meta Ads,7.47,17740,5.63192889137738
2026-01-20,Meta_Retargeting_Website_v1,Retargeting,26222,461,25.0,534.92,2713.03,Meta Ads,1.62,15466,5.071842518507441
2026-01-21,Meta_Retargeting_Website_v1,Retargeting,14479,469,39.0,470.95,2653.79,Meta Ads,5.06,17979,5.63497186537849
2026-01-22,Meta_Retargeting_Website_v1,Retargeting,20643,330,22.0,387.01,2006.81,Meta Ads,7.1,19008,5.185421565334229
2026-01-23,Meta_Retargeting_Website_v1,Retargeting,21028,739,55.0,439.77,1686.24,Meta Ads,3.95,15260,3.834367965072652
2026-01-24,Meta_Retargeting_Website_v1,Retargeting,15309,633,51.0,449.6,2115.9,Meta Ads,6.6,16288,4.7061832740213525
2026-01-25,Meta_Retargeting_Website_v1,Retargeting,46044,602,32.0,535.02,2274.9,Meta Ads,6.63,38734,4.25199057979141
2026-01-26,Meta_Retargeting_Website_v1,Retargeting,16979,396,23.0,471.24,2165.16,Meta Ads,1.42,27606,4.594601476954418
2026-01-27,Meta_Retargeting_Website_v1,Retargeting,12332,465,19.0,516.78,2753.23,Meta Ads,3.89,12364,5.327663609272805
2026-01-28,Meta_Retargeting_Website_v1,Retargeting,12037,576,46.0,372.93,1936.29,Meta Ads,5.84,43791,5.19210039417585
2026-01-29,Meta_Retargeting_Website_v1,Retargeting,8025,401,32.0,401.83,2526.48,Meta Ads,3.96,4953,6.287434984943882
2026-01-30,Meta_Retargeting_Website_v1,Retargeting,25411,769,,409.21,2155.86,Meta Ads,4.82,25444,5.268346325847365
2026-01-31,Meta_Retargeting_Website_v1,Retargeting,8653,390,16.0,389.48,2019.03,Meta Ads,5.16,28877,5.183911882510013
2026-02-01,Meta_Retargeting_Website_v1,Retargeting,79462,954,61.0,535.92,2049.97,Meta Ads,2.06,39998,3.8251418122107776
2026-02-02,Meta_Retargeting_Website_v1,Retargeting,24319,540,32.0,450.69,2063.84,Meta Ads,3.88,3570,4.579289533825912
2026-02-03,Meta_Retargeting_Website_v1,Retargeting,13621,548,46.0,440.75,2436.16,Meta Ads,1.2,33391,5.527305728871242
2026-02-04,Meta_Retargeting_Website_v1,Retargeting,24429,670,37.0,373.63,2505.75,Meta Ads,2.05,17476,6.706501083960068
2026-02-05,Meta_Retargeting_Website_v1,Retargeting,29122,572,49.0,450.76,2305.93,Meta Ads,4.59,11392,5.115649125920667
2026-02-06,Meta_Retargeting_Website_v1,Retargeting,11004,442,26.0,382.03,2174.55,Meta Ads,5.02,33166,5.692092244064603
2026-02-07,Meta_Retargeting_Website_v1,Retargeting,21439,533,43.0,418.17,2549.78,Meta Ads,2.02,13641,6.09747231986991
2026-02-08,Meta_Retargeting_Website_v1,Retargeting,52949,635,32.0,410.65,2222.49,Meta Ads,6.29,26454,5.41212711554852
2026-02-09,Meta_Retargeting_Website_v1,Retargeting,26796,471,32.0,393.81,1888.16,Meta Ads,3.61,22087,4.794596378964475
2026-02-10,Meta_Retargeting_Website_v1,Retargeting,14423,464,31.0,470.51,1839.6,Meta Ads,7.44,41509,3.9098000042507066
2026-02-11,Meta_Retargeting_Website_v1,Retargeting,29043,607,37.0,483.39,2907.86,Meta Ads,3.71,35664,6.015556796789342
2026-02-12,Meta_Retargeting_Website_v1,Retargeting,17058,818,36.0,411.73,1871.28,Meta Ads,2.05,26558,4.544920214703811
2026-02-13,Meta_Retargeting_Website_v1,Retargeting,20781,362,26.0,393.66,2496.2,Meta Ads,6.31,36732,6.341004928110552
2026-02-14,Meta_Retargeting_Website_v1,Retargeting,16679,752,60.0,516.53,2423.87,Meta Ads,4.97,32128,4.6926025593866765
2026-02-15,Meta_Retargeting_Website_v1,Retargeting,14051,428,24.0,485.68,2172.23,Meta Ads,3.71,10302,4.472553944984352
2026-02-16,Meta_Retargeting_Website_v1,Retargeting,26919,338,28.0,392.18,12032.449999999999,Meta Ads,3.49,7354,30.68093732469784
2026-02-17,Meta_Retargeting_Website_v1,Retargeting,16596,420,24.0,428.09,2719.03,Meta Ads,2.06,25452,6.351538227942723
2026-02-18,Meta_Retargeting_Website_v1,Retargeting,55810,835,43.0,477.77,2388.62,Meta Ads,3.39,25958,4.999518596814367
2026-02-19,Meta_Retargeting_Website_v1,Retargeting,28803,484,34.0,423.36,2403.14,Meta Ads,1.21,31290,5.676351095993953
2026-02-20,Meta_Retargeting_Website_v1,Retargeting,8545,400,30.0,387.25,2298.95,Meta Ads,4.52,13002,5.936604260813428
2026-02-21,Meta_Retargeting_Website_v1,Retargeting,24885,591,48.0,431.67,,Meta Ads,7.28,27123,
2026-02-22,Meta_Retargeting_Website_v1,Retargeting,49486,699,47.0,516.44,2398.77,Meta Ads,6.57,36686,4.644818371930911
2026-02-23,Meta_Retargeting_Website_v1,Retargeting,46720,477,29.0,525.97,2467.62,Meta Ads,1.2,22508,4.691560355153335
2026-02-24,Meta_Retargeting_Website_v1,Retargeting,14361,401,19.0,388.4,2297.98,Meta Ads,7.17,14387,5.916529351184346
2026-02-25,Meta_Retargeting_Website_v1,Retargeting,24755,448,21.0,362.3,2408.64,Meta Ads,4.17,15339,6.648192105989511
2026-02-26,Meta_Retargeting_Website_v1,Retargeting,16852,674,39.0,373.77,2617.47,Meta Ads,2.34,22420,7.002889477486154
2026-02-27,Meta_Retargeting_Website_v1,Retargeting,32771,784,52.0,488.31,2230.33,Meta Ads,6.27,42390,4.567446908726014
2026-02-28,Meta_Retargeting_Website_v1,Retargeting,27210,379,21.0,363.41,2413.75,Meta Ads,3.26,20927,6.6419471120772675
2026-03-01,Meta_Retargeting_Website_v1,Retargeting,21834,639,29.0,466.42,2737.62,Meta Ads,2.77,44419,5.869430984949187
2026-03-02,Meta_Retargeting_Website_v1,Retargeting,11167,465,28.0,509.12,2234.3,Meta Ads,2.13,39880,4.38855279698303
2026-03-03,Meta_Retargeting_Website_v1,Retargeting,20917,452,40.0,513.04,2889.44,Meta Ads,4.41,3082,5.631997505067831
2026-03-04,Meta_Retargeting_Website_v1,Retargeting,16514,745,66.0,532.11,2238.31,Meta Ads,1.65,14553,4.206479863186183
2026-03-05,Meta_Retargeting_Website_v1,Retargeting,18433,416,36.0,484.63,2343.95,Meta Ads,6.5,37495,4.836576357220973
2026-03-06,Meta_Retargeting_Website_v1,Retargeting,7987,394,31.0,423.79,3039.3,Meta Ads,4.29,6003,7.1717124047287575
2026-03-07,Meta_Retargeting_Website_v1,Retargeting,11935,474,31.0,443.74,2394.56,Meta Ads,4.13,36626,5.396313156352819
2026-03-08,Meta_Retargeting_Website_v1,Retargeting,15992,675,34.0,485.18,2709.84,Meta Ads,1.01,42243,5.585226101652995
2026-03-09,Meta_Retargeting_Website_v1,Retargeting,12707,408,30.0,424.9,2356.14,Meta Ads,6.73,1726,5.545163567898329
2026-03-10,Meta_Retargeting_Website_v1,Retargeting,25689,691,57.0,488.9,2519.24,Meta Ads,4.45,17720,5.152873798322765
2026-03-11,Meta_Retargeting_Website_v1,Retargeting,26523,761,67.0,395.26,2166.21,Meta Ads,4.08,20986,5.480468552345292
2026-03-12,Meta_Retargeting_Website_v1,Retargeting,31164,347,23.0,389.12,2312.64,Meta Ads,6.33,31666,5.943256578947368
2026-03-13,Meta_Retargeting_Website_v1,Retargeting,17017,568,41.0,425.73,2645.62,Meta Ads,1.44,39851,6.214314236722805
2026-03-14,Meta_Retargeting_Website_v1,Retargeting,33762,611,49.0,523.17,3361.73,Meta Ads,3.57,26161,6.425693369268116
2026-03-15,Meta_Retargeting_Website_v1,Retargeting,8547,360,25.0,403.84,1907.78,Meta Ads,5.03,19298,4.724098652931854
2026-03-16,Meta_Retargeting_Website_v1,Retargeting,18081,528,46.0,505.77,2229.89,Meta Ads,4.22,42526,4.408901279237598
2026-03-17,Meta_Retargeting_Website_v1,Retargeting,20281,611,39.0,491.79,2466.22,Meta Ads,2.27,7226,5.0147827324671095
2026-03-18,Meta_Retargeting_Website_v1,Retargeting,14302,694,45.0,531.9,2513.04,Meta Ads,3.09,47755,4.7246474901297235
2026-03-19,Meta_Retargeting_Website_v1,Retargeting,38866,762,38.0,450.78,2767.23,Meta Ads,3.1,11557,6.138759483561826
2026-03-20,Meta_Retargeting_Website_v1,Retargeting,23233,395,18.0,366.96,3038.54,Meta Ads,7.94,5970,8.280303030303031
2026-03-21,Meta_Retargeting_Website_v1,Retargeting,17533,523,24.0,487.26,2505.27,Meta Ads,3.28,7822,5.141546607560645
2026-03-22,Meta_Retargeting_Website_v1,Retargeting,12138,566,35.0,480.49,2727.83,Meta Ads,2.44,35558,5.677183708297779
2026-03-23,Meta_Retargeting_Website_v1,Retargeting,14102,484,29.0,539.23,2884.7,Meta Ads,6.76,3881,5.349665263431189
2026-03-24,Meta_Retargeting_Website_v1,Retargeting,20953,990,44.0,512.13,3055.54,Meta Ads,3.95,6543,5.966336672329291
2026-03-25,Meta_Retargeting_Website_v1,Retargeting,17683,600,31.0,462.33,2891.48,Meta Ads,4.11,8130,6.254147470421561
2026-03-26,Meta_Retargeting_Website_v1,Retargeting,16562,623,48.0,518.23,2941.81,Meta Ads,4.84,15134,5.676649364181927
2026-03-27,Meta_Retargeting_Website_v1,Retargeting,67571,696,61.0,524.35,2759.02,Meta Ads,5.17,36629,5.261790788595404
2026-03-28,Meta_Retargeting_Website_v1,Retargeting,34164,985,83.0,528.01,,Meta Ads,5.13,15339,
2026-03-29,Meta_Retargeting_Website_v1,Retargeting,13980,440,32.0,497.91,2824.81,Meta Ads,1.24,32186,5.673334538370388
2026-03-30,Meta_Retargeting_Website_v1,Retargeting,32172,470,39.0,391.05,2849.7,Meta Ads,6.73,27813,7.287303413885692
2026-03-31,Meta_Retargeting_Website_v1,Retargeting,19714,471,21.0,539.71,2351.08,Meta Ads,2.36,42022,4.356191287913879
2026-04-01,Meta_Retargeting_Website_v1,Retargeting,19125,402,22.0,375.1,2487.12,Meta Ads,3.05,10205,6.630551852839242
2026-04-02,Meta_Retargeting_Website_v1,Retargeting,14461,436,22.0,439.94,2782.0,Meta Ads,2.21,7133,6.323589580397327
2026-04-03,Meta_Retargeting_Website_v1,Retargeting,29352,381,18.0,398.0,3065.89,Meta Ads,6.37,19188,7.7032412060301505
2026-04-04,Meta_Retargeting_Website_v1,Retargeting,26270,791,55.0,508.36,3440.77,Meta Ads,5.09,4325,6.768372806672437
2026-04-05,Meta_Retargeting_Website_v1,Retargeting,15066,415,18.0,451.65,3620.53,Meta Ads,6.29,37466,8.016229381157977
2026-04-06,Meta_Retargeting_Website_v1,Retargeting,12977,438,36.0,406.77,3018.83,Meta Ads,5.57,6973,7.421466676500233
2026-04-07,Meta_Retargeting_Website_v1,Retargeting,42930,514,42.0,460.17,2594.03,Meta Ads,1.73,7210,5.637112371514875
2026-04-08,Meta_Retargeting_Website_v1,Retargeting,28165,486,43.0,449.13,2934.93,Meta Ads,3.11,18261,6.534700420813572
2026-04-09,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,4.55,37125,
2026-04-10,Meta_Retargeting_Website_v1,Retargeting,21782,620,31.0,538.08,3272.99,Meta Ads,3.13,17515,6.082720041629496
2026-04-11,Meta_Retargeting_Website_v1,Retargeting,41198,668,47.0,379.58,2303.25,Meta Ads,2.45,38935,6.067890826703199
