date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,quality_score,avg_position,roas
2025-03-27,GA_Shopping_NonBrand_US_v1,Shopping,27490,544,31.0,923.0,2646.92,Google Ads,2.7,5.11,2.867735644637053
2025-03-28,GA_Shopping_NonBrand_US_v1,Shopping,100061,1185,51.0,724.73,3202.27,Google Ads,4.2,3.75,4.418569674223503
2025-03-29,GA_Shopping_NonBrand_US_v1,Shopping,16535,740,35.0,864.92,3589.11,Google Ads,6.0,3.55,4.149643897701522
2025-03-30,GA_Shopping_NonBrand_US_v1,Shopping,26155,961,30.0,905.05,,Google Ads,8.8,2.85,
2025-03-31,GA_Shopping_NonBrand_US_v1,Shopping,13269,618,34.0,973.34,3002.19,Google Ads,4.8,1.04,3.08442065465305
2025-04-01,GA_Shopping_NonBrand_US_v1,Shopping,30014,1165,36.0,770.2,3546.81,Google Ads,4.6,2.28,4.605050636198389
2025-04-02,GA_Shopping_NonBrand_US_v1,Shopping,100139,1003,50.0,831.12,2604.39,Google Ads,6.2,4.32,3.133590817210511
2025-04-03,GA_Shopping_NonBrand_US_v1,Shopping,35350,807,32.0,954.0,3272.78,Google Ads,3.9,2.93,3.4305870020964364
2025-04-04,GA_Shopping_NonBrand_US_v1,Shopping,35644,1604,68.0,1007.73,2989.58,Google Ads,7.4,7.12,2.96664781241007
2025-04-05,GA_Shopping_NonBrand_US_v1,Shopping,38988,609,19.0,782.5,3620.18,Google Ads,3.2,2.0,4.626428115015974
2025-04-06,GA_Shopping_NonBrand_US_v1,Shopping,34676,740,34.0,891.67,4051.28,Google Ads,8.4,7.13,4.543474603833257
2025-04-07,GA_Shopping_NonBrand_US_v1,Shopping,83878,1378,61.0,1002.46,3374.33,Google Ads,3.5,3.83,3.366049518185264
2025-04-08,GA_Shopping_NonBrand_US_v1,Shopping,24005,854,34.0,1012.61,3642.03,Google Ads,9.9,2.93,3.5966759166905327
2025-04-09,GA_Shopping_NonBrand_US_v1,Shopping,25738,1115,64.0,723.87,3628.52,Google Ads,3.8,3.13,5.012668020500919
2025-04-10,GA_Shopping_NonBrand_US_v1,Shopping,39434,1225,72.0,781.17,3310.82,Google Ads,8.9,3.31,4.238283600240665
2025-04-11,GA_Shopping_NonBrand_US_v1,Shopping,34879,692,40.0,783.12,3506.35,Google Ads,4.6,4.55,4.4774108693431405
2025-04-12,GA_Shopping_NonBrand_US_v1,Shopping,33574,596,19.0,860.91,3388.79,Google Ads,3.2,3.48,3.936288346052433
2025-04-13,GA_Shopping_NonBrand_US_v1,Shopping,18390,877,48.0,752.95,3594.28,Google Ads,3.0,5.53,4.773597184407995
2025-04-14,GA_Shopping_NonBrand_US_v1,Shopping,46865,972,30.0,856.29,2991.45,Google Ads,8.7,3.98,3.4935010335283607
2025-04-15,GA_Shopping_NonBrand_US_v1,Shopping,20620,629,28.0,902.44,,Google Ads,3.8,5.7,
2025-04-16,GA_Shopping_NonBrand_US_v1,Shopping,13879,661,33.0,771.04,3764.31,Google Ads,4.0,5.23,4.882120253164557
2025-04-17,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,2.8,2.71,
2025-04-18,GA_Shopping_NonBrand_US_v1,Shopping,23092,413,24.0,737.27,3405.9,Google Ads,9.7,6.69,4.619610183514859
2025-04-19,GA_Shopping_NonBrand_US_v1,Shopping,24189,603,26.0,977.62,4520.71,Google Ads,3.2,6.59,4.624199586751499
2025-04-20,GA_Shopping_NonBrand_US_v1,Shopping,27727,1025,58.0,847.7,2670.05,Google Ads,3.2,7.92,3.1497581691636194
2025-04-21,GA_Shopping_NonBrand_US_v1,Shopping,49365,1289,59.0,895.31,3238.46,Google Ads,9.5,2.23,3.6171381979426123
2025-04-22,GA_Shopping_NonBrand_US_v1,Shopping,15904,787,27.0,880.2,3769.31,Google Ads,9.1,6.93,4.282333560554419
2025-04-23,GA_Shopping_NonBrand_US_v1,Shopping,18217,491,18.0,870.79,3375.4,Google Ads,3.2,7.1,3.8762503014504075
2025-04-24,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,8.8,5.5,
2025-04-25,GA_Shopping_NonBrand_US_v1,Shopping,32077,1201,68.0,955.49,3626.81,Google Ads,3.2,4.54,3.7957592439481314
2025-04-26,GA_Shopping_NonBrand_US_v1,Shopping,20434,535,25.0,764.97,3570.24,Google Ads,1.8,7.7,4.667163418173261
2025-04-27,GA_Shopping_NonBrand_US_v1,Shopping,35902,724,31.0,803.63,3816.65,Google Ads,8.4,7.81,4.749262720406157
2025-04-28,GA_Shopping_NonBrand_US_v1,Shopping,44406,767,30.0,960.55,3226.1,Google Ads,7.9,5.49,3.358596637343189
2025-04-29,GA_Shopping_NonBrand_US_v1,Shopping,23047,663,28.0,709.21,3875.69,Google Ads,3.7,3.52,5.464798860704164
2025-04-30,GA_Shopping_NonBrand_US_v1,Shopping,22603,828,41.0,805.02,3256.25,Google Ads,1.8,6.72,4.0449305607314106
2025-05-01,GA_Shopping_NonBrand_US_v1,Shopping,67179,1238,70.0,777.32,,Google Ads,2.9,1.62,
2025-05-02,GA_Shopping_NonBrand_US_v1,Shopping,77273,1005,49.0,757.36,3409.63,Google Ads,7.9,3.03,4.501993767825077
2025-05-03,GA_Shopping_NonBrand_US_v1,Shopping,15846,571,21.0,725.63,4217.18,Google Ads,9.7,7.9,5.811749789837797
2025-05-04,GA_Shopping_NonBrand_US_v1,Shopping,18705,639,24.0,719.53,3232.02,Google Ads,3.3,6.7,4.491848845774325
2025-05-05,GA_Shopping_NonBrand_US_v1,Shopping,38419,1121,42.0,976.25,3159.37,Google Ads,8.4,7.58,3.2362304737516006
2025-05-06,GA_Shopping_NonBrand_US_v1,Shopping,30464,772,31.0,804.87,4492.21,Google Ads,3.1,5.16,5.581286418924796
2025-05-07,GA_Shopping_NonBrand_US_v1,Shopping,13584,609,18.0,964.45,3124.43,Google Ads,7.1,3.85,3.2395976981699413
2025-05-08,GA_Shopping_NonBrand_US_v1,Shopping,67836,713,35.0,854.33,4281.95,Google Ads,1.8,7.86,5.0120562311987165
2025-05-09,GA_Shopping_NonBrand_US_v1,Shopping,33121,866,38.0,976.33,3457.0,Google Ads,6.3,3.17,3.5408109962819947
2025-05-10,GA_Shopping_NonBrand_US_v1,Shopping,12269,519,24.0,910.74,3661.48,Google Ads,3.4,6.3,4.020335112106639
2025-05-11,GA_Shopping_NonBrand_US_v1,Shopping,34023,439,14.0,717.18,4067.72,Google Ads,9.3,4.91,5.671825762012326
2025-05-12,GA_Shopping_NonBrand_US_v1,Shopping,15929,690,31.0,969.11,3014.32,Google Ads,3.6,2.6,3.1104002641598996
2025-05-13,GA_Shopping_NonBrand_US_v1,Shopping,19201,658,26.0,722.53,4016.81,Google Ads,4.6,1.12,5.559367777116521
2025-05-14,GA_Shopping_NonBrand_US_v1,Shopping,38238,555,17.0,996.35,3954.8,Google Ads,8.6,3.69,3.969287900838059
2025-05-15,GA_Shopping_NonBrand_US_v1,Shopping,23168,574,18.0,887.22,3408.71,Google Ads,4.9,4.83,3.842012127769888
2025-05-16,GA_Shopping_NonBrand_US_v1,Shopping,16721,577,23.0,851.98,3471.51,Google Ads,3.1,2.28,4.074637902298176
2025-05-17,GA_Shopping_NonBrand_US_v1,Shopping,65952,1252,42.0,879.03,3248.81,Google Ads,5.9,3.9,3.6959034390180086
2025-05-18,GA_Shopping_NonBrand_US_v1,Shopping,24501,589,31.0,850.07,4202.24,Google Ads,8.6,5.31,4.94340466079264
2025-05-19,GA_Shopping_NonBrand_US_v1,Shopping,24792,1021,32.0,817.58,3890.92,Google Ads,4.9,6.0,4.759069448861274
2025-05-20,GA_Shopping_NonBrand_US_v1,Shopping,20108,530,30.0,765.88,3806.28,Google Ads,2.2,1.37,4.969812503264219
2025-05-21,GA_Shopping_NonBrand_US_v1,Shopping,35159,1095,49.0,905.07,3513.92,Google Ads,4.4,5.65,3.882484227739291
2025-05-22,GA_Shopping_NonBrand_US_v1,Shopping,17617,684,22.0,955.61,4920.16,Google Ads,9.6,1.4,5.148711294356485
2025-05-23,GA_Shopping_NonBrand_US_v1,Shopping,105765,1093,57.0,850.1,4181.85,Google Ads,1.6,1.2,4.919244794730032
2025-05-24,GA_Shopping_NonBrand_US_v1,Shopping,13213,505,29.0,737.32,2806.71,Google Ads,4.7,2.07,3.806637552216134
2025-05-25,GA_Shopping_NonBrand_US_v1,Shopping,26721,825,42.0,908.4,4840.1,Google Ads,6.8,5.58,5.3281594011448705
2025-05-26,GA_Shopping_NonBrand_US_v1,Shopping,9565,438,22.0,705.22,3940.83,Google Ads,1.7,1.37,5.588085987351464
2025-05-27,GA_Shopping_NonBrand_US_v1,Shopping,24334,555,31.0,719.97,3324.31,Google Ads,4.1,1.15,4.6172896092892755
2025-05-28,GA_Shopping_NonBrand_US_v1,Shopping,36426,672,26.0,907.89,4154.37,Google Ads,9.5,1.83,4.575851700095827
2025-05-29,GA_Shopping_NonBrand_US_v1,Shopping,38516,879,38.0,786.48,3731.03,Google Ads,1.3,7.65,4.74396043128878
2025-05-30,GA_Shopping_NonBrand_US_v1,Shopping,25371,828,46.0,933.1,4322.63,Google Ads,7.8,7.35,4.632547422569928
2025-05-31,GA_Shopping_NonBrand_US_v1,Shopping,9533,439,18.0,733.46,4780.98,Google Ads,8.6,1.61,6.518392277697488
2025-06-01,GA_Shopping_NonBrand_US_v1,Shopping,14307,706,28.0,935.23,4021.04,Google Ads,3.5,3.13,4.29951990419469
2025-06-02,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,2.9,7.63,
2025-06-03,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,9.2,1.68,
2025-06-04,GA_Shopping_NonBrand_US_v1,Shopping,34136,1044,52.0,833.01,3103.68,Google Ads,7.9,1.66,3.7258616343141138
2025-06-05,GA_Shopping_NonBrand_US_v1,Shopping,35853,570,18.0,748.05,3603.95,Google Ads,2.0,1.6,4.817792928280195
2025-06-06,GA_Shopping_NonBrand_US_v1,Shopping,16575,482,24.0,704.9,4132.05,Google Ads,2.9,7.84,5.861895304298483
2025-06-07,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,6.6,6.2,
2025-06-08,GA_Shopping_NonBrand_US_v1,Shopping,25323,955,47.0,891.3,2845.17,Google Ads,4.8,2.5,3.192157522719623
2025-06-09,GA_Shopping_NonBrand_US_v1,Shopping,14123,640,29.0,976.13,3943.53,Google Ads,5.5,1.32,4.039963939229406
2025-06-10,GA_Shopping_NonBrand_US_v1,Shopping,40206,488,15.0,859.46,4578.52,Google Ads,9.6,7.76,5.327205454587765
2025-06-11,GA_Shopping_NonBrand_US_v1,Shopping,54269,746,33.0,998.77,4175.05,Google Ads,4.8,3.98,4.1801916357119255
2025-06-12,GA_Shopping_NonBrand_US_v1,Shopping,12951,586,18.0,941.15,3381.85,Google Ads,8.9,5.19,3.5933166870318227
2025-06-13,GA_Shopping_NonBrand_US_v1,Shopping,16743,445,22.0,767.26,3292.15,Google Ads,6.9,2.95,4.2907879988530615
2025-06-14,GA_Shopping_NonBrand_US_v1,Shopping,79165,890,28.0,914.44,4229.51,Google Ads,2.1,6.31,4.625246052228686
2025-06-15,GA_Shopping_NonBrand_US_v1,Shopping,61479,697,38.0,868.42,4442.8,Google Ads,7.7,2.38,5.1159577163123835
2025-06-16,GA_Shopping_NonBrand_US_v1,Shopping,9831,461,16.0,804.7,3453.54,Google Ads,5.7,6.51,4.291711196719274
2025-06-17,GA_Shopping_NonBrand_US_v1,Shopping,63834,652,37.0,824.8,3768.71,Google Ads,3.0,2.61,4.569241028128031
2025-06-18,GA_Shopping_NonBrand_US_v1,Shopping,47746,747,34.0,934.4,4204.37,Google Ads,3.6,1.69,4.499539811643835
2025-06-19,GA_Shopping_NonBrand_US_v1,Shopping,20693,964,47.0,680.27,3637.79,Google Ads,6.0,4.35,5.3475678774604205
2025-06-20,GA_Shopping_NonBrand_US_v1,Shopping,42722,942,49.0,750.94,3822.87,Google Ads,6.4,6.69,5.0907795562894504
2025-06-21,GA_Shopping_NonBrand_US_v1,Shopping,47001,1039,54.0,837.55,3464.14,Google Ads,9.7,3.69,4.136039639424512
2025-06-22,GA_Shopping_NonBrand_US_v1,Shopping,20408,815,30.0,905.21,3484.05,Google Ads,8.7,1.2,3.848885893880978
2025-06-23,GA_Shopping_NonBrand_US_v1,Shopping,13312,460,16.0,769.09,3909.18,Google Ads,2.9,4.87,5.082864164142038
2025-06-24,GA_Shopping_NonBrand_US_v1,Shopping,20898,525,20.0,709.82,4104.7,Google Ads,8.0,5.76,5.782733650784706
2025-06-25,GA_Shopping_NonBrand_US_v1,Shopping,29712,593,30.0,715.0,4243.34,Google Ads,1.1,6.18,5.934741258741259
2025-06-26,GA_Shopping_NonBrand_US_v1,Shopping,57509,646,28.0,790.31,3742.98,Google Ads,2.2,3.81,4.736090901038833
2025-06-27,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,2.8,1.68,
2025-06-28,GA_Shopping_NonBrand_US_v1,Shopping,49785,1591,75.0,1001.22,4119.05,Google Ads,6.4,5.09,4.114030882323565
2025-06-29,GA_Shopping_NonBrand_US_v1,Shopping,54344,545,28.0,754.57,3583.94,Google Ads,2.8,3.31,4.749645493459851
2025-06-30,GA_Shopping_NonBrand_US_v1,Shopping,31281,1547,52.0,998.53,3472.99,Google Ads,4.3,7.63,3.4781028111323646
2025-07-01,GA_Shopping_NonBrand_US_v1,Shopping,24443,1080,55.0,787.17,3302.68,Google Ads,3.2,4.52,4.195637536999632
2025-07-02,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,4.0,4.31,
2025-07-03,GA_Shopping_NonBrand_US_v1,Shopping,18123,838,48.0,758.17,3247.94,Google Ads,9.5,3.16,4.283920492765475
2025-07-04,GA_Shopping_NonBrand_US_v1,Shopping,13372,592,25.0,872.71,3131.7,Google Ads,10.0,3.37,3.5884772719460067
2025-07-05,GA_Shopping_NonBrand_US_v1,Shopping,43621,786,25.0,1000.99,2979.15,Google Ads,7.2,4.59,2.9762035584771076
2025-07-06,GA_Shopping_NonBrand_US_v1,Shopping,12800,573,23.0,820.58,4650.71,Google Ads,6.2,3.15,5.667588778668747
2025-07-07,GA_Shopping_NonBrand_US_v1,Shopping,29932,1282,56.0,873.23,3274.56,Google Ads,7.4,7.25,3.7499398783825564
2025-07-08,GA_Shopping_NonBrand_US_v1,Shopping,38027,1442,56.0,888.94,3229.95,Google Ads,7.9,4.07,3.6334848246225837
2025-07-09,GA_Shopping_NonBrand_US_v1,Shopping,30051,794,33.0,948.69,3708.41,Google Ads,7.7,3.04,3.908979751025097
2025-07-10,GA_Shopping_NonBrand_US_v1,Shopping,18000,429,15.0,758.66,2950.21,Google Ads,1.7,2.09,3.888711675849524
2025-07-11,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,3.8,5.71,
2025-07-12,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,4.1,1.18,
2025-07-13,GA_Shopping_NonBrand_US_v1,Shopping,53856,655,20.0,902.28,4465.18,Google Ads,4.3,4.15,4.948774216429491
2025-07-14,GA_Shopping_NonBrand_US_v1,Shopping,29915,778,30.0,835.46,,Google Ads,4.1,4.85,
2025-07-15,GA_Shopping_NonBrand_US_v1,Shopping,15797,468,20.0,731.17,3751.29,Google Ads,8.1,3.38,5.130530519578211
2025-07-16,GA_Shopping_NonBrand_US_v1,Shopping,30882,582,27.0,968.58,2908.37,Google Ads,7.7,6.25,3.0027153152037
2025-07-17,GA_Shopping_NonBrand_US_v1,Shopping,77625,1181,70.0,771.5,3494.25,Google Ads,1.0,5.73,4.529163966299417
2025-07-18,GA_Shopping_NonBrand_US_v1,Shopping,72419,867,39.0,950.66,4075.93,Google Ads,3.7,7.8,4.287473965455578
2025-07-19,GA_Shopping_NonBrand_US_v1,Shopping,32988,480,16.0,680.8,3426.91,Google Ads,6.6,4.56,5.033651586368978
2025-07-20,GA_Shopping_NonBrand_US_v1,Shopping,57669,1178,68.0,819.73,3162.18,Google Ads,2.1,4.76,3.8575872543398435
2025-07-21,GA_Shopping_NonBrand_US_v1,Shopping,14811,635,22.0,970.14,3842.95,Google Ads,1.6,2.72,3.9612323994475025
2025-07-22,GA_Shopping_NonBrand_US_v1,Shopping,37742,1261,57.0,941.55,3047.86,Google Ads,8.5,3.7,3.2370665392172486
2025-07-23,GA_Shopping_NonBrand_US_v1,Shopping,16807,774,38.0,802.18,3128.38,Google Ads,5.1,1.19,3.89984791443317
2025-07-24,GA_Shopping_NonBrand_US_v1,Shopping,23540,498,28.0,735.73,3564.82,Google Ads,8.7,5.82,4.845282916287225
2025-07-25,GA_Shopping_NonBrand_US_v1,Shopping,16546,757,24.0,1003.07,3149.17,Google Ads,8.4,3.18,3.1395316378717335
2025-07-26,GA_Shopping_NonBrand_US_v1,Shopping,58856,1330,74.0,860.14,3366.2,Google Ads,9.0,4.78,3.913548957146511
2025-07-27,GA_Shopping_NonBrand_US_v1,Shopping,26148,549,16.0,723.85,3490.59,Google Ads,1.4,2.78,4.822255992263591
2025-07-28,GA_Shopping_NonBrand_US_v1,Shopping,25325,409,18.0,691.15,2931.26,Google Ads,2.7,5.35,4.2411343413152
2025-07-29,GA_Shopping_NonBrand_US_v1,Shopping,37305,672,34.0,993.39,3701.6,Google Ads,3.7,4.13,3.7262303828305097
2025-07-30,GA_Shopping_NonBrand_US_v1,Shopping,17347,488,26.0,751.74,3241.97,Google Ads,2.2,4.37,4.312621385053343
2025-07-31,GA_Shopping_NonBrand_US_v1,Shopping,32680,685,25.0,949.34,2870.74,Google Ads,5.4,7.6,3.023932416204942
2025-08-01,GA_Shopping_NonBrand_US_v1,Shopping,48380,686,39.0,787.05,3020.62,Google Ads,8.2,5.94,3.837901022806683
2025-08-02,GA_Shopping_NonBrand_US_v1,Shopping,39494,1293,74.0,924.89,3162.8,Google Ads,9.6,2.83,3.4196499043129456
2025-08-03,GA_Shopping_NonBrand_US_v1,Shopping,44401,1240,68.0,803.67,3709.99,Google Ads,9.0,4.53,4.616310177062725
2025-08-04,GA_Shopping_NonBrand_US_v1,Shopping,21916,634,33.0,896.48,2965.34,Google Ads,5.1,4.27,3.3077592361235055
2025-08-05,GA_Shopping_NonBrand_US_v1,Shopping,20893,552,29.0,890.03,3390.52,Google Ads,6.7,6.57,3.809444625462063
2025-08-06,GA_Shopping_NonBrand_US_v1,Shopping,15366,476,17.0,758.23,3689.23,Google Ads,3.1,6.83,4.865581683657993
2025-08-07,GA_Shopping_NonBrand_US_v1,Shopping,93418,1304,70.0,954.07,2882.09,Google Ads,4.6,2.98,3.020837045499806
2025-08-08,GA_Shopping_NonBrand_US_v1,Shopping,15450,760,44.0,772.27,3574.78,Google Ads,8.8,6.75,4.6289251168632735
2025-08-09,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,1.3,2.26,
2025-08-10,GA_Shopping_NonBrand_US_v1,Shopping,72043,1120,62.0,714.26,3934.83,Google Ads,5.8,6.34,5.508960322571612
2025-08-11,GA_Shopping_NonBrand_US_v1,Shopping,19742,463,19.0,723.29,3242.34,Google Ads,8.9,2.74,4.482766248669275
2025-08-12,GA_Shopping_NonBrand_US_v1,Shopping,29628,601,29.0,759.72,3274.01,Google Ads,2.1,3.09,4.309495603643447
2025-08-13,GA_Shopping_NonBrand_US_v1,Shopping,32089,880,41.0,1002.54,2530.17,Google Ads,9.8,6.97,2.523759650487761
2025-08-14,GA_Shopping_NonBrand_US_v1,Shopping,28802,576,31.0,821.05,3171.38,Google Ads,1.1,3.94,3.862590585226235
2025-08-15,GA_Shopping_NonBrand_US_v1,Shopping,48943,908,31.0,887.24,3194.48,Google Ads,9.0,7.93,3.6004688697533926
2025-08-16,GA_Shopping_NonBrand_US_v1,Shopping,13091,513,30.0,715.87,2300.97,Google Ads,4.2,2.06,3.2142288404319217
2025-08-17,GA_Shopping_NonBrand_US_v1,Shopping,17096,535,31.0,697.7,3092.66,Google Ads,2.2,4.24,4.432650136161674
2025-08-18,GA_Shopping_NonBrand_US_v1,Shopping,35669,1191,51.0,987.81,3753.19,Google Ads,2.4,6.13,3.7995059778702385
2025-08-19,GA_Shopping_NonBrand_US_v1,Shopping,34166,613,29.0,957.52,3088.69,Google Ads,7.3,1.04,3.225718522850698
2025-08-20,GA_Shopping_NonBrand_US_v1,Shopping,25035,556,25.0,848.24,3176.63,Google Ads,8.8,2.06,3.744966047345091
2025-08-21,GA_Shopping_NonBrand_US_v1,Shopping,40549,684,25.0,1011.07,2671.0,Google Ads,6.8,1.14,2.6417557636958864
2025-08-22,GA_Shopping_NonBrand_US_v1,Shopping,17514,634,21.0,860.14,2959.09,Google Ads,9.4,7.95,3.440242286139466
2025-08-23,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,8.6,6.32,
2025-08-24,GA_Shopping_NonBrand_US_v1,Shopping,14359,535,22.0,944.65,3440.15,Google Ads,1.1,3.61,3.641719155242683
2025-08-25,GA_Shopping_NonBrand_US_v1,Shopping,19454,742,24.0,701.6,3112.34,Google Ads,7.0,2.09,4.436060433295325
2025-08-26,GA_Shopping_NonBrand_US_v1,Shopping,23296,516,15.0,899.25,3410.24,Google Ads,3.7,1.63,3.792315818737837
2025-08-27,GA_Shopping_NonBrand_US_v1,Shopping,13097,625,20.0,993.16,3333.02,Google Ads,5.1,4.72,3.355974868097789
2025-08-28,GA_Shopping_NonBrand_US_v1,Shopping,25027,653,27.0,950.32,2579.89,Google Ads,1.8,7.83,2.714759238993181
2025-08-29,GA_Shopping_NonBrand_US_v1,Shopping,32738,803,33.0,946.32,3124.05,Google Ads,3.5,5.72,3.3012617296474764
2025-08-30,GA_Shopping_NonBrand_US_v1,Shopping,14563,621,22.0,697.77,2685.14,Google Ads,6.7,3.56,3.848173466901701
2025-08-31,GA_Shopping_NonBrand_US_v1,Shopping,25675,1007,37.0,952.87,3563.72,Google Ads,3.0,4.51,3.739985517436796
2025-09-01,GA_Shopping_NonBrand_US_v1,Shopping,89344,1140,39.0,693.71,2532.97,Google Ads,6.8,7.99,3.6513384555505897
2025-09-02,GA_Shopping_NonBrand_US_v1,Shopping,24031,591,26.0,1018.57,3045.12,Google Ads,9.3,4.63,2.989603070972049
2025-09-03,GA_Shopping_NonBrand_US_v1,Shopping,38786,974,35.0,976.95,2961.34,Google Ads,1.0,7.75,3.031209376119556
2025-09-04,GA_Shopping_NonBrand_US_v1,Shopping,44074,1159,41.0,787.67,3312.11,Google Ads,8.1,1.11,4.204946233828888
2025-09-05,GA_Shopping_NonBrand_US_v1,Shopping,47343,714,26.0,998.56,2544.18,Google Ads,6.8,6.05,2.547848902419484
2025-09-06,GA_Shopping_NonBrand_US_v1,Shopping,14297,462,14.0,699.9,2900.05,Google Ads,1.4,5.39,4.1435205029289905
2025-09-07,GA_Shopping_NonBrand_US_v1,Shopping,29076,634,24.0,809.02,2952.98,Google Ads,8.1,5.8,3.6500704556129637
2025-09-08,GA_Shopping_NonBrand_US_v1,Shopping,48961,736,30.0,929.36,3031.23,Google Ads,3.0,4.99,3.261631660497547
2025-09-09,GA_Shopping_NonBrand_US_v1,Shopping,24905,1043,45.0,880.37,3389.56,Google Ads,3.4,1.31,3.850153912559492
2025-09-10,GA_Shopping_NonBrand_US_v1,Shopping,35203,567,27.0,880.74,3782.2,Google Ads,1.8,2.05,4.294343393055839
2025-09-11,GA_Shopping_NonBrand_US_v1,Shopping,62784,1464,62.0,921.46,3281.53,Google Ads,5.8,7.46,3.561228919323682
2025-09-12,GA_Shopping_NonBrand_US_v1,Shopping,11843,582,33.0,907.6,3406.57,Google Ads,5.5,2.63,3.7533825473776994
2025-09-13,GA_Shopping_NonBrand_US_v1,Shopping,31087,624,34.0,683.63,3038.26,Google Ads,4.1,7.95,4.44430466772962
2025-09-14,GA_Shopping_NonBrand_US_v1,Shopping,153249,1618,88.0,1013.55,3365.58,Google Ads,2.5,5.76,3.3205860589018794
2025-09-15,GA_Shopping_NonBrand_US_v1,Shopping,28566,677,34.0,903.42,2836.17,Google Ads,8.5,4.11,3.139370392508468
2025-09-16,GA_Shopping_NonBrand_US_v1,Shopping,17845,480,21.0,716.71,3197.43,Google Ads,8.9,7.44,4.461260481924349
2025-09-17,GA_Shopping_NonBrand_US_v1,Shopping,0,0,,0.0,0.0,Google Ads,5.9,6.56,
2025-09-18,GA_Shopping_NonBrand_US_v1,Shopping,21988,608,33.0,794.09,2892.09,Google Ads,3.2,4.0,3.6420179072901058
2025-09-19,GA_Shopping_NonBrand_US_v1,Shopping,14975,565,33.0,686.11,3243.2,Google Ads,1.9,1.48,4.726938829050735
2025-09-20,GA_Shopping_NonBrand_US_v1,Shopping,47065,524,25.0,704.11,3171.78,Google Ads,8.8,7.08,4.504665464203037
2025-09-21,GA_Shopping_NonBrand_US_v1,Shopping,56738,1055,54.0,961.7,3275.15,Google Ads,1.9,6.36,3.405583861911199
2025-09-22,GA_Shopping_NonBrand_US_v1,Shopping,21637,629,28.0,693.71,2770.81,Google Ads,1.1,6.54,3.9941906560378255
2025-09-23,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,5.2,6.21,
2025-09-24,GA_Shopping_NonBrand_US_v1,Shopping,19866,592,32.0,885.73,3330.96,Google Ads,7.6,2.93,3.760694568322175
2025-09-25,GA_Shopping_NonBrand_US_v1,Shopping,67856,855,36.0,724.52,2822.6,Google Ads,5.1,7.01,3.89582068127864
2025-09-26,GA_Shopping_NonBrand_US_v1,Shopping,26217,715,38.0,960.6,3708.89,Google Ads,1.5,1.02,3.861013949614824
2025-09-27,GA_Shopping_NonBrand_US_v1,Shopping,19189,547,24.0,947.17,,Google Ads,7.2,2.66,
2025-09-28,GA_Shopping_NonBrand_US_v1,Shopping,20314,815,48.0,946.92,2603.21,Google Ads,6.8,1.33,2.7491340345541335
2025-09-29,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,7.1,1.77,
2025-09-30,GA_Shopping_NonBrand_US_v1,Shopping,47092,1002,39.0,839.07,3082.73,Google Ads,2.9,4.73,3.6739842921329564
2025-10-01,GA_Shopping_NonBrand_US_v1,Shopping,71091,1088,59.0,860.49,3456.29,Google Ads,8.2,1.26,4.016653302188288
2025-10-02,GA_Shopping_NonBrand_US_v1,Shopping,19203,667,35.0,759.35,3547.85,Google Ads,5.3,2.27,4.672219661552643
2025-10-03,GA_Shopping_NonBrand_US_v1,Shopping,16053,638,26.0,718.45,2989.1,Google Ads,5.8,2.63,4.16048437608741
2025-10-04,GA_Shopping_NonBrand_US_v1,Shopping,22191,679,28.0,877.45,2857.2,Google Ads,5.9,5.59,3.2562539176021423
2025-10-05,GA_Shopping_NonBrand_US_v1,Shopping,15306,454,17.0,738.03,2746.92,Google Ads,3.6,4.28,3.7219625218487056
2025-10-06,GA_Shopping_NonBrand_US_v1,Shopping,15753,762,24.0,1011.68,2802.2,Google Ads,3.3,4.21,2.769848173335442
2025-10-07,GA_Shopping_NonBrand_US_v1,Shopping,22824,639,30.0,923.33,3131.41,Google Ads,1.0,6.38,3.391431015996447
2025-10-08,GA_Shopping_NonBrand_US_v1,Shopping,26508,747,34.0,971.85,3369.12,Google Ads,4.6,4.2,3.466707825281679
2025-10-09,GA_Shopping_NonBrand_US_v1,Shopping,0,0,0.0,0.0,0.0,Google Ads,5.4,3.44,
